date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2021-10-31,A,USD,0001090872,2021-10-31,2021-10-31,2021,FY,6319000000.0,2912000000.0,3407000000.0,0.539167589808514,441000000.0,0.0,0.0,0.0,2060000000.0,4972000000.0,-81000000.0,321000000.0,1600000000.0,0.253204620984333,1347000000.0,0.213166640291185,-13000000.0,1360000000.0,0.215223927836683,150000000.0,1210000000.0,0.191485994619402,3.99339933993399,3.95424836601307,303000000.0,306000000.0,,
2021-10-31,TOL,USD,0000794170,2021-10-31,2021-10-31,2021,FY,8790361000.0,6847461000.0,1942900000.0,0.221026189936909,0.0,0.0,0.0,0.0,922023000.0,7769484000.0,0.0,0.0,1100315000.0,0.125172902455314,1020877000.0,0.125172902455314,-79438000.0,1100315000.0,0.125172902455314,266688000.0,833627000.0,0.0948342167062308,6.72,6.63,124100000.0,125807000.0,,
2021-10-31,AP2.DE,USD,,2021-10-31,2021-10-31,2021,FY,23063000000.0,12149000000.0,10914000000.0,0.473225512726011,2485000000.0,620000000.0,609000000.0,0.0,3714000000.0,15863000000.0,236000000.0,394000000.0,7401000000.0,0.320903611845814,7200000000.0,0.293587130902311,429000000.0,6771000000.0,0.293587130902311,883000000.0,5888000000.0,0.255300698087846,0.0,0.0,0.0,0.0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0
2021-10-31,RY-PT,CAD,0001000275,2021-10-31,2021-10-31,2021,FY,45646000000.0,0.0,0.0,0.0,0.0,16539000000.0,0.0,0.0,0.0,0.0,8143000000.0,2592000000.0,31354000000.0,0.686894799106165,0.0,0.0,0.0,20631000000.0,0.451978267537134,4581000000.0,16038000000.0,0.351356088156684,0.0,0.0,0.0,0.0,,
2021-10-31,CM.TO,CAD,,2021-10-31,2021-10-31,2021,FY,19960000000.0,0.0,0.0,0.0,0.0,6450000000.0,237000000.0,0.0,0.0,0.0,3282000000.0,1017000000.0,12604000000.0,0.631462925851703,0.0,0.0,0.0,8322000000.0,0.416933867735471,1876000000.0,6429000000.0,0.322094188376754,13.97,13.93,448953000.0,450183000.0,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Canadian Imperial Bank of Commerce&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Canadian Imperial Bank of Commerce&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer
2021-10-30,ADI,USD,0000006281,2021-12-03,2021-12-03,2021,FY,7318286000.0,2793274000.0,4525012000.0,0.618315818758655,1296126000.0,0.0,0.0,0.0,2211544000.0,5004818000.0,184825000.0,231275000.0,1744814000.0,0.238418394689686,1692201000.0,0.231229142998784,363487000.0,1328714000.0,0.181560819022378,-61708000.0,1390422000.0,0.189992848052126,3.77343978983706,3.7392113465412,368476000.0,371849000.0,https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm,https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/adi-20211030.htm
2021-10-03,PRKA,USD,0001297937,2021-12-09,2021-12-09 16:30:54,2021,FY,11862491.0,1489196.0,10373295.0,0.874461780413574,0.0,0.0,0.0,0.0,5817986.0,7307182.0,-335944.0,704.016,3761892.016,0.000317124962708086,3761188.0,0.000317065614633554,80642.0,3680546.0,0.000310267548358941,0.0,2798546.0,0.000235915542528125,0.0372672383945455,0.0372672383945455,75124000.0,75124000.0,https://www.sec.gov/Archives/edgar/data/1297937/000149315221030972/0001493152-21-030972-index.htm,https://www.sec.gov/Archives/edgar/data/1297937/000149315221030972/form10-k.htm
2021-10-03,JACK,USD,0000807882,2021-11-23,2021-11-23 08:57:18,2021,FY,346634000.0,204545000.0,142089000.0,0.409910741589111,0.0,0.0,0.0,428362000.0,511096000.0,715641000.0,67458000.0,46500000.0,335565000.0,0.968067183253807,289946000.0,0.836461512719468,68339000.0,221607000.0,0.639311204325023,55852000.0,165755000.0,0.478184482768569,7.44531285091856,7.42430350264266,22263000.0,22326000.0,https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/0000807882-21-000016-index.htm,https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/jack-20211003.htm
2021-10-03,TTEK,USD,0000831641,2021-11-24,2021-11-24 16:09:30,2021,FY,3213513000.0,2053772000.0,498400000.0,0.155095062630834,0.0,0.0,0.0,0.0,-222972000.0,1830800000.0,-12748000.0,23805000.0,209849000.0,0.0653020541693779,278701000.0,0.086727827147424,11831000.0,266870000.0,0.0830461865254629,-34039000.0,232831000.0,0.0724537289875597,4.30546617848293,4.2584545038866,54117000.0,54666000.0,https://www.sec.gov/Archives/edgar/data/831641/000083164121000110/0000831641-21-000110-index.htm,https://www.sec.gov/Archives/edgar/data/831641/000083164121000110/ttek-20211003.htm
2021-10-03,MTOR,USD,0001113256,2021-11-17,2021-11-17 16:33:13,2021,FY,3833000000.0,3328000000.0,505000000.0,0.131750587007566,0.0,0.0,0.0,253000000.0,-17000000.0,3311000000.0,-79000000.0,103000000.0,199000000.0,0.051917558048526,218000000.0,0.0568745108270284,-16000000.0,234000000.0,0.0610487868510305,-24000000.0,199000000.0,0.051917558048526,2.79000003420905,2.79000003420905,72000000.0,72800000.0,https://www.sec.gov/Archives/edgar/data/1113256/000111325621000128/0001113256-21-000128-index.htm,https://www.sec.gov/Archives/edgar/data/1113256/000111325621000128/mtor-20211003.htm
