symbol,date,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink
ORE.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,258319000.0,0.0,258319000.0,23475000.0,45176000.0,4343000.0,331313000.0,924952000.0,0.0,727000.0,727000.0,20586000.0,0.0,71116000.0001,1017381000.0001,0.0,1348694000.0001,26438000.0,37245000.0,0.0,0.0,12826999.9999,76509999.9999,299401000.0,0.0,187713000.0,59979000.0,547093000.0,0.0,623602999.9999,668512000.0,10880000.0,-12664000.0,0.000100016593933105,666728000.0001,1290331000.0,0.0,336646000.0,78327000.0,,
DRE.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,2645136.0,0.0,2645136.0,157172.0,0.0,434613.0,3236921.0,10371428.0,0.0,0.0,0.0,0.0,0.0,0.0,10371428.0,0.0,13608349.0,739233.0,0.0,0.0,0.0,131394.0,870627.0,578947.0,0.0,0.0,0.0,578947.0,0.0,1449574.0,52030339.0,-40775595.0,904031.0,0.0,12158775.0,13608349.0,0.0,578947.0,-2066189.0,,
SDWL,2021-06-30,USD,0001753931,2021-09-28,2021-09-28 17:27:55,2021,FY,143933.0,0.0,143933.0,9019742.0,0.0,0.0,9163675.0,71321.0,0.0,0.0,0.0,0.0,0.0,0.0,71321.0,0.0,9234996.0,526722.0,24720.0,0.0,0.0,129330.0,680772.0,0.0,0.0,0.0,0.0,0.0,0.0,680772.0,14010.0,-2796477.0,820706.0,10515935.0,8554224.0,9234996.0,0.0,24720.0,-119213.0,https://www.sec.gov/Archives/edgar/data/1753931/000149315221024032/0001493152-21-024032-index.htm,https://www.sec.gov/Archives/edgar/data/1753931/000149315221024032/form10-k.htm
WRM.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,15929745.0,120000.0,16049745.0,65023.0,0.0,264516.0,16379284.0,37356121.0,0.0,0.0,0.0,0.0,0.0,978000.0,38334121.0,0.0,54713405.0,488319.0,0.0,0.0,0.0,1757175.0,2245494.0,0.0,0.0,0.0,6723161.0,6723161.0,0.0,8968655.0,73227894.0,-28050807.0,567663.0,0.0,45744750.0,54713405.0,0.0,0.0,-15929745.0,,
CYQ.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,2246682.0,0.0,2246682.0,126928.0,66800.0,653937.0,3094347.0,7838.0,0.0,365470.0,365470.0,0.0,0.0,0.0,373308.0,0.0,3467655.0,271407.0,567426.0,0.0,291327.0,1044388.0,2174548.0,0.0,0.0,0.0,0.0,0.0,0.0,2174548.0,15568852.0,-18274708.0,4100406.0,0.0,1394550.0,3569098.0,0.0,567426.0,-1679256.0,,
CYP.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,26716670.0,0.0,26716670.0,278442.0,0.0,287261.0,27282373.0,0.0,0.0,2692530.0,2692530.0,0.0,0.0,0.0,2692530.0,0.0,29974903.0,676104.0,0.0,0.0,0.0,925646.0,1601750.0,0.0,0.0,0.0,0.0,0.0,0.0,1601750.0,74900251.0,-52851139.0,6324041.0,0.0,28373153.0,29974903.0,0.0,0.0,-26716670.0,,
VXR.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,16831391.0,0.0,16831391.0,274759.0,4300.0,279630.0,17390080.0,28070123.0,0.0,0.0,0.0,0.0,0.0,11857232.0,39927355.0,0.0,57317435.0,507959.0,103779.0,0.0,0.0,6257824.0,6869562.0,0.0,0.0,0.0,14850106.0,14850106.0,0.0,21719668.0,132008693.0,-176519568.0,80108642.0,0.0,35597767.0,57317435.0,0.0,103779.0,-16727612.0,,
WGX.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,150684029.0,0.0,150684029.0,7466095.0,59129368.0,5185426.0,222464918.0,671081921.0,0.0,0.0,0.0,6423091.0,0.0,0.0,677505012.0,0.0,899969930.0,44573485.0,22962067.0,0.0,0.0,50615208.0,118150760.0,22113771.0,0.0,75226536.0,77118556.0,174458863.0,0.0,292609623.0,364077523.0,46522657.0,196760127.0,0.0,607360307.0,899969930.0,0.0,45075838.0,-105608191.0,,
WTL.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,1246269.0,0.0,1246269.0,784595.0,0.0,145686.0,2176550.0,76944.0,5744085.0,0.0,5744085.0,0.0,3654102.0,0.0,9475131.0,0.0,11651681.0,833596.0,1069657.0,0.0,0.0,1315077.0,3218330.0,1185880.0,0.0,1116356.0,175476.0,2477712.0,0.0,5696042.0,20142712.0,-14213732.0,26659.0,0.0,5955639.0,11651681.0,0.0,2255537.0,1009268.0,,
BRK.L,2021-06-30,GBP,,2021-06-30,2021-06-30,2021,FY,54899000.0,624000.0,55523000.0,0.0,0.0,28481000.0,84004000.0,8735000.0,40674000.0,49223000.0,89897000.0,-124000.0,2736000.0,624000.0,101868000.0,0.0,185872000.0,4758000.0,1447000.0,5744000.0,0.0,30210000.0,36415000.0,5422000.0,0.0,8902000.0,1130000.0,15454000.0,0.0,51869000.0,161000.0,46672000.0,0.0,87170000.0,134003000.0,185872000.0,500000.0,6869000.0,-48030000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Brooks+Macdonald+Group+plc,https://find-and-update.company-information.service.gov.uk/search/companies?q=Brooks+Macdonald+Group+plc
1082.HK,2021-06-30,HKD,,2021-06-30,2021-06-30,2021,FY,38100000.0,34458000.0,72558000.0,0.0,238000.0,67498000.0,140294000.0,8921000.0,22671000.0,0.0,22671000.0,-14176000.0,0.0,36312000.0,53728000.0,0.0,194022000.0,4451000.0,4554000.0,81000.0,0.0,13367000.0,22372000.0,3049000.0,0.0,88000.0,533000.0,3670000.0,0.0,26042000.0,29822000.0,-659652000.0,0.0,797810000.0,167980000.0,194022000.0,20282000.0,7603000.0,-30497000.0,https://www1.hkexnews.hk/search/titlesearch.xhtml,https://www1.hkexnews.hk/search/titlesearch.xhtml
SGBI,2021-06-30,USD,0001104280,2021-09-28,2021-09-28 14:36:58,2021,FY,29768.0,0.0,29768.0,24878.0,0.0,12020.0,66666.0,67456.0,0.0,0.0,0.0,0.0,0.0,0.0,67456.0,0.0,134122.0,127311.0,764911.0,0.0,0.0,62485.0,954707.0,54740.0,0.0,0.0,0.0,54740.0,0.0,1009447.0,33088176.0,-37895315.0,89670.0,4493941.0,-223528.0,785919.0,0.0,819651.0,789883.0,https://www.sec.gov/Archives/edgar/data/1104280/000109690621002362/0001096906-21-002362-index.htm,https://www.sec.gov/Archives/edgar/data/1104280/000109690621002362/sgbi-20210630.htm
WHC.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,95202000.0,0.0,95202000.0,154163000.0,175930000.0,0.0,425295000.0,3943921000.0,0.0,11828000.0,11828000.0,37000.0,0.0,11785000.0,3967571000.0,0.0,4392866000.0,78808000.0,75116000.0,0.0,0.0,206294000.0,360218000.0,917597000.0,0.0,155055000.0,254258000.0,1326910000.0,0.0,1687128000.0,3013661000.0,-314757000.0,6834000.0,0.0,2705738000.0,4392866000.0,0.0,992713000.0,897511000.0,,
CCP.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,61677000.0,0.0,61677000.0,346201000.0,396000.0,3983000.0,412257000.0,28285000.0,800000.0,0.0,800000.0,0.0,67782000.0,272126000.0,368993000.0,0.0,781250000.0,8123000.0,7067000.0,0.0,0.0,58350000.0,73540000.0,21215000.0,0.0,8006000.0,11426000.0,40647000.0,0.0,114187000.0,346738000.0,295362000.0,24963000.0,0.0,667063000.0,781250000.0,0.0,28282000.0,-33395000.0,,
CDY.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,6727764.0,0.0,6727764.0,1795171.0,2549759.0,215168.0,11287862.0,579899.0,0.0,1425322.0,1425322.0,0.0,0.0,0.0,2005221.0,0.0,13293083.0,682190.0,589852.0,0.0,0.0,643159.0,1915201.0,843990.0,0.0,0.0,99508.0,943498.0,0.0,2858699.0,60280064.0,-50777455.0,931775.0,0.0,10434384.0,13293083.0,0.0,1433842.0,-5293922.0,,
TMK.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,2397478.0,0.0,2397478.0,18758.0,0.0,0.0,2416236.0,40430.0,0.0,0.0,0.0,450000.0,0.0,0.0,490430.0,0.0,2906666.0,58156.0,0.0,0.0,0.0,21000.0,79156.0,0.0,0.0,0.0,34776.0,34776.0,0.0,113932.0,31928673.0,-30573029.0,1437090.0,0.0,2792734.0,2906666.0,0.0,0.0,-2397478.0,,
SUD.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,6717198.0,0.0,6717198.0,533637.0,0.0,92309.0,7343144.0,432940.0,0.0,2911206.0,2911206.0,0.0,0.0,0.0,3344146.0,0.0,10687290.0,227459.0,76493.0,0.0,0.0,1391005.0,1694957.0,2742.0,0.0,0.0,7908.0,10650.0,0.0,1705607.0,77003347.0,-68472350.0,450686.0,0.0,8981683.0,10687290.0,0.0,79235.0,-6637963.0,,
BSX.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,21800914.0,0.0,21800914.0,1050318.0,0.0,0.0,22851232.0,17175244.0,0.0,0.0,0.0,575169.0,0.0,0.0,17750413.0,0.0,40601645.0,1242425.0,158245.0,0.0,0.0,3529287.0,4929957.0,138025.0,0.0,2225478.0,425378.0,2788881.0,0.0,7718838.0,61360348.0,-35839819.0,4244702.0,0.0,29765231.0,37484069.0,0.0,296270.0,-21504644.0,,
T3D.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,99207.0,0.0,99207.0,27843.0,0.0,5354.0,132404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132404.0,272055.0,0.0,0.0,0.0,102977.0,375032.0,300000.0,0.0,0.0,3846.0,303846.0,0.0,678878.0,7458595.0,-8005069.0,0.0,0.0,-546474.0,132404.0,0.0,300000.0,200793.0,,
SXE.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,51006000.0,0.0,51006000.0,147703000.0,1796000.0,1089000.0,201594000.0,20656000.0,103042000.0,11944000.0,114986000.0,0.0,0.0,0.0,135642000.0,0.0,337236000.0,31066000.0,2585000.0,0.0,0.0,104564000.0,138215000.0,5687000.0,0.0,11550000.0,10611000.0,27848000.0,0.0,166063000.0,109967000.0,55160000.0,6046000.0,0.0,171173000.0,337236000.0,0.0,8272000.0,-42734000.0,,
SWK.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,15108000.0,0.0,15108000.0,23239000.0,21682000.0,2496000.0,62525000.0,70075000.0,0.0,12609000.0,12609000.0,1815000.0,0.0,0.0,84499000.0,0.0,147024000.0,18788000.0,2485000.0,0.0,0.0,7861000.0,29134000.0,23998000.0,0.0,3721000.0,411000.0,28130000.0,0.0,57264000.0,92166000.0,-2780000.0,374000.0,0.0,89760000.0,147024000.0,0.0,26483000.0,11375000.0,,
TLOU.L,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,6385384.0,0.0,6385384.0,0.0,0.0,269459.0,6654843.0,49699802.0,0.0,0.0,0.0,0.0,0.0,626352.0,50326154.0,0.0,56980997.0,47320.0,13167.0,0.0,0.0,385443.0,445930.0,73153.0,0.0,0.0,114000.0,187153.0,0.0,633083.0,106763927.0,-45185666.0,0.0,-5230347.0,56347914.0,56980997.0,0.0,86320.0,-6299064.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Tlou+Energy+Limited,https://find-and-update.company-information.service.gov.uk/search/companies?q=Tlou+Energy+Limited
SRV.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,93783000.0,10759000.0,104542000.0,24032000.0,0.0,9530000.0,138104000.0,392363000.0,13775000.0,0.0,13775000.0,0.0,38294000.0,42260000.0,486692000.0,0.0,624796000.0,4675000.0,88031000.0,0.0,0.0,69014000.0,161720000.0,260709000.0,0.0,0.0,1263000.0,261972000.0,0.0,423692000.0,151594000.0,65737000.0,-16227000.0,0.0,201104000.0,624796000.0,0.0,348740000.0,254957000.0,,
PALAF,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,30661000.0,0.0,30661000.0,1978000.0,5123000.0,2259000.0,40021000.0,295174000.0,0.0,8312000.0,8312000.0,12880000.0,0.0,4776000.00010002,321142000.0001,0.0,361163000.0001,2262000.0,49000.0,0.0,0.0,540000.0001,2851000.0001,69531000.0,0.0,0.0,42072999.9999,111603999.9999,0.0,114455000.0,2489082000.0,-2146511000.0,-59354000.0,-0.000100016593933105,283216999.9999,397671999.9999,0.0,69580000.0,38919000.0,,
CST.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,11220091.0,0.0,11220091.0,240522.0,0.0,35037.0,11495650.0,23099619.0,0.0,0.0,0.0,447647.0,0.0,0.0,23547266.0,0.0,35042916.0,365429.0,48048.0,0.0,0.0,532728.0,946205.0,75962.0,0.0,3024621.0,0.0,3100583.0,0.0,4046788.0,18861969.0,11797320.0,336839.0,0.0,30996128.0,35042916.0,0.0,124010.0,-11096081.0,,
KE,2021-06-30,USD,0001606757,2021-08-27,2021-08-27,2021,FY,106442000.0,0.0,106442000.0,249245000.0,200386000.0,27320000.0,583393000.0,163251000.0,12011000.0,17008000.0,29019000.0,0.0,0.0,38398000.0,230668000.0,0.0,814061000.0,216544000.0,26214000.0,11012000.0,7580000.0,50436000.0,300774000.0,40000000.0,0.0,0.0,31315000.0,71315000.0,0.0,372089000.0,0.0,208969000.0,-4883000.0,0.0,441972000.0,814061000.0,0.0,66214000.0,-40228000.0,https://www.sec.gov/Archives/edgar/data/1606757/000160675721000087/0001606757-21-000087-index.htm,https://www.sec.gov/Archives/edgar/data/1606757/000160675721000087/ke-20210630.htm
CZN.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,638109.0,0.0,638109.0,25132.0,0.0,15369.0,678610.0,6268918.0,0.0,0.0,0.0,60053.0,0.0,0.0,6328971.0,0.0,7007581.0,54320.0,0.0,0.0,0.0,78813.0,133133.0,0.0,0.0,0.0,0.0,0.0,0.0,133133.0,44553996.0,-37969565.0,290017.0,0.0,6874448.0,7007581.0,0.0,0.0,-638109.0,,
CSSG.L,2021-06-30,GBP,,2021-06-30,2021-06-30,2021,FY,5433000.0,0.0,5433000.0,0.0,681000.0,5097000.0,11211000.0,1485000.0,6454000.0,290000.0,6744000.0,0.0,0.0,0.0,8229000.0,0.0,19440000.0,511000.0,283000.0,2545000.0,0.0,5413000.0,6207000.0,764000.0,0.0,91000.0,0.0,855000.0,0.0,7062000.0,794000.0,3660000.0,0.0,7924000.0,12378000.0,19440000.0,0.0,1047000.0,-4386000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Croma+Security+Solutions+Group+plc,https://find-and-update.company-information.service.gov.uk/search/companies?q=Croma+Security+Solutions+Group+plc
TRKA,2021-06-30,USD,0001021096,2021-09-29,2021-09-29 16:32:29,2021,FY,12066000.0,0.0,12066000.0,1327000.0,0.0,671000.0,14064000.0,7230000.0,19368000.0,2603000.0,21971000.0,0.0,0.0,626000.0,29827000.0,0.0,43891000.0,2362000.0,3616000.0,950000.0,5973000.0,6117000.0,18068000.0,6382000.0,0.0,0.0,703000.0,7085000.0,0.0,25153000.0,40000.0,-186889000.0,-418000.0,205998000.0,18738000.0,43891000.0,0.0,9998000.0,-2068000.0,https://www.sec.gov/Archives/edgar/data/1021096/000147793221006888/0001477932-21-006888-index.htm,https://www.sec.gov/Archives/edgar/data/1021096/000147793221006888/troi_10k.htm
QFE.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,21305963.0,0.0,21305963.0,27044212.0,0.0,757597.0,49107772.0,972594.0,0.0,0.0,0.0,0.0,0.0,235727.0,1208321.0,0.0,50316093.0,283802.0,13682610.0,0.0,106642.0,11324424.0,25397478.0,519746.0,0.0,0.0,6072.0,525818.0,0.0,25923296.0,42597713.0,-14586541.0,-3618375.0,0.0,24392797.0,50316093.0,0.0,14202356.0,-7103607.0,,
TRT,2021-06-30,USD,0000732026,2021-10-01,2021-10-01 15:02:03,2021,FY,5836000.0,6651000.0,12487000.0,8974000.0,2080000.0,418000.0,23959000.0,11779000.0,0.0,0.0,0.0,0.0,217000.0,2351000.0,14347000.0,0.0,38306000.0,3702000.0,1380000.0,323000.0,740000.0,2937000.0,8759000.0,3078000.0,0.0,0.0,416000.0,3494000.0,0.0,12253000.0,12178000.0,6824000.0,2399000.0,4233000.0,25634000.0,37887000.0,0.0,4458000.0,-1378000.0,https://www.sec.gov/Archives/edgar/data/732026/000165495421010701/0001654954-21-010701-index.htm,https://www.sec.gov/Archives/edgar/data/732026/000165495421010701/trt10k_jun302021.htm
WIL.L,2021-06-30,GBP,,2021-06-30,2021-06-30,2021,FY,7374000.0,0.0,7374000.0,0.0,0.0,30848000.0,38222000.0,9277000.0,65833000.0,14000000.0,79833000.0,0.0,1364000.0,1642000.0,92116000.0,0.0,130338000.0,24835000.0,6000000.0,0.0,0.0,30585000.0,61420000.0,28816000.0,0.0,2054000.0,1381000.0,32251000.0,0.0,93671000.0,4380000.0,-15696000.0,0.0,47983000.0,36667000.0,130338000.0,0.0,34816000.0,27442000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Wilmington+plc,https://find-and-update.company-information.service.gov.uk/search/companies?q=Wilmington+plc
CCV.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,72166000.0,0.0,72166000.0,125319000.0,24128000.0,1233000.0,222846000.0,65118000.0,109305000.0,19598000.0,128903000.0,7168000.0,19295000.0,34594000.0,255078000.0,0.0,477924000.0,1319000.0,58243000.0,0.0,0.0,22094000.0,81656000.0,75519000.0,0.0,0.0,971000.0,76490000.0,0.0,158146000.0,251213000.0,60909000.0,7656000.0,0.0,319778000.0,477924000.0,0.0,133762000.0,61596000.0,,
DXN.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,1663955.0,0.0,1663955.0,666152.0,1231781.0,668865.0,4230753.0,17109301.0,0.0,1502016.0,1502016.0,1028917.0,0.0,0.0,19640234.0,0.0,23870987.0,1354906.0,1652672.0,0.0,387556.0,979907.0,4375041.0,8487473.0,0.0,0.0,0.0,8487473.0,0.0,12862514.0,40345107.0,-30513590.0,1176956.0,0.0,11008473.0,23870987.0,0.0,10140145.0,8476190.0,,
MB.MI,2021-06-30,EUR,,2021-06-30,2021-06-30,2021,FY,5121595000.0,0.0,0.0,365631000.0,0.0,0.0,0.0,439396000.0,602363000.0,141774000.0,744137000.0,23937307000.0,0.0,0.0,0.0,82598700000.0,82598700000.0,0.0,0.0,281421000.0,0.0,0.0,0.0,22051475000.0,0.0,0.0,0.0,0.0,71497570000.0,71497570000.0,443640000.0,807576000.0,0.0,9761602000.0,11012818000.0,82510388000.0,0.0,22051475000.0,16929880000.0,,
TRT.L,2021-06-30,GBP,,2021-06-30,2021-06-30,2021,FY,1046000.0,0.0,1046000.0,0.0,73000.0,624000.0,1743000.0,211000.0,50000.0,720000.0,770000.0,0.0,47000.0,0.0,1028000.0,0.0,2771000.0,103000.0,65000.0,0.0,0.0,157000.0,325000.0,104000.0,0.0,0.0,0.0,104000.0,0.0,429000.0,1631000.0,629000.0,0.0,82000.0,2342000.0,2771000.0,0.0,169000.0,-877000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Transense+Technologies+plc,https://find-and-update.company-information.service.gov.uk/search/companies?q=Transense+Technologies+plc
TPC.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,7026110.0,3196676.0,10222786.0,13393476.0,45791.0,4761351.0,28423404.0,1510828.0,0.0,0.0,0.0,0.0,1856072.0,0.0,3366900.0,0.0,31790304.0,2851771.0,572677.0,0.0,0.0,10779735.0,14204183.0,453691.0,0.0,0.0,144335.0,598026.0,0.0,14802209.0,10488388.0,2782175.0,3717532.0,0.0,16988095.0,31790304.0,0.0,1026368.0,-5999742.0,,
PYC.L,2021-06-30,GBP,,2021-06-30,2021-06-30,2021,FY,1043450.0,0.0,1043450.0,0.0,0.0,260699.0,1304149.0,15700.0,0.0,3435.0,3435.0,0.0,0.0,0.0,19135.0,0.0,1323284.0,18842.0,0.0,15126.0,0.0,138728.0,157570.0,0.0,0.0,0.0,0.0,0.0,0.0,157570.0,389339.0,-6273289.0,0.0,7049664.0,1165714.0,1323284.0,0.0,0.0,-1043450.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Physiomics+Plc,https://find-and-update.company-information.service.gov.uk/search/companies?q=Physiomics+Plc
VRTC,2021-06-30,USD,0000773318,2021-10-08,2021-10-08 12:36:17,2021,FY,238000.0,0.0,238000.0,8000.0,0.0,5000.0,251000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251000.0,787000.0,5953000.0,0.0,97000.0,71000.0,6908000.0,118000.0,0.0,0.0,155000.0,273000.0,0.0,7181000.0,400000.0,-25486000.0,0.0,18155000.0,-6930000.0,251000.0,0.0,6071000.0,5833000.0,https://www.sec.gov/Archives/edgar/data/773318/000160706221000393/0001607062-21-000393-index.htm,https://www.sec.gov/Archives/edgar/data/773318/000160706221000393/vrtc063021form10k.htm
FOX,2021-06-30,USD,0001754301,2021-08-10,2021-08-10,2021,FY,5886000000.0,0.0,5886000000.0,2029000000.0,729000000.0,105000000.0,8749000000.0,2177000000.0,3435000000.0,3154000000.0,6589000000.0,899000000.0,3822000000.0,690000000.0,14177000000.0,0.0,22926000000.0,0.0,841000000.0,0.0,196000000.0,1965000000.0,3002000000.0,7611000000.0,0.0,0.0,1188000000.0,8799000000.0,0.0,11801000000.0,6000000.0,1982000000.0,-318000000.0,9453000000.0,11123000000.0,22924000000.0,0.0,8452000000.0,2566000000.0,https://www.sec.gov/Archives/edgar/data/1754301/000156459021043103/0001564590-21-043103-index.htm,https://www.sec.gov/Archives/edgar/data/1754301/000156459021043103/fox-10k_20210630.htm
BUY.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,1410397.0,45139.0,1455536.0,244000.0,36188.0,14792.0,1750516.0,9558416.0,0.0,0.0,0.0,0.0,0.0,25850.0,9584266.0,0.0,11334782.0,915869.0,0.0,0.0,0.0,593612.0,1509481.0,0.0,0.0,0.0,1369963.0,1369963.0,0.0,2879444.0,44860163.0,-36606425.0,201600.0,0.0,8455338.0,11334782.0,0.0,0.0,-1410397.0,,
TD1.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,2726518.0,1688.0,2728206.0,847223.0,0.0,2016270.0,5591699.0,113309.0,0.0,4126199.0,4126199.0,0.0,0.0,0.0,4239508.0,0.0,9831207.0,250338.0,55792.0,0.0,145674.0,159344.0,611148.0,0.0,1936746.0,0.0,27266.0,1964012.0,0.0,2575160.0,208157446.0,-201403750.0,502351.0,0.0,7256047.0,9831207.0,0.0,55792.0,-2670726.0,,
SW1.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,3877000.0,0.0,3877000.0,3088000.0,829000.0,647000.0,8441000.0,1129000.0,0.0,1710000.0,1710000.0,2475000.0,0.0,720000.0,6034000.0,0.0,14475000.0,2799000.0,47000.0,0.0,0.0,4651000.0,7497000.0,6567000.0,0.0,0.0,75000.0,6642000.0,0.0,14139000.0,61627000.0,-66629000.0,5338000.0,0.0,336000.0,14475000.0,0.0,6614000.0,2737000.0,,
SXI.TO,2021-06-30,CAD,,2021-06-30,2021-06-30,2021,FY,1073869.0,0.0,1073869.0,829065.0,0.0,62407.0,1965341.0,19223584.0,0.0,1.0,1.0,134141.0,0.0,1808870.0,21166596.0,0.0,23131937.0,403948.0,829626.0,0.0,102367.0,168371.0,1504312.0,14612407.0,1341681.0,0.0,0.0,15954088.0,0.0,17458400.0,15625027.0,-10990572.0,0.0,442018.0,5076473.0,22534873.0,0.0,15442033.0,14368164.0,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Synex International Inc.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Synex International Inc.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer
MBUU,2021-06-30,USD,0001590976,2021-08-26,2021-08-26,2021,FY,41479000.0,0.0,41479000.0,49844000.0,116685000.0,4775000.0,212783000.0,132913000.0,101033000.0,235363000.0,336396000.0,0.0,48022000.0,12670000.0,530001000.0,0.0,742784000.0,45992000.0,6277000.0,3209000.0,3449000.0,78685000.0,134403000.0,139025000.0,0.0,27869000.0,60333000.0,227227000.0,0.0,361630000.0,207000.0,263552000.0,-1639000.0,111308000.0,373428000.0,735058000.0,0.0,145302000.0,103823000.0,https://www.sec.gov/Archives/edgar/data/1590976/000159097621000065/0001590976-21-000065-index.htm,https://www.sec.gov/Archives/edgar/data/1590976/000159097621000065/mbuu-20210630.htm
VBK.DE,2021-06-30,EUR,,2021-06-30,2021-06-30,2021,FY,105025000.0,25793000.0,130818000.0,0.0,101463000.0,134063000.0,366344000.0,306782000.0,0.0,602000.0,602000.0,-22977000.0,2077000.0,25793000.0,312277000.0,0.0,678621000.0,45382000.0,5356000.0,26204000.0,0.0,72555000.0,123293000.0,41125000.0,2172000.0,1806000.0,353000.0,45456000.0,0.0,168749000.0,63184000.0,-81727000.0,0.0,526392000.0,507849000.0,676598000.0,2816000.0,46481000.0,-58544000.0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0
SRY.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,1539221.0,0.0,1539221.0,6974439.0,10646998.0,1654916.0,20815574.0,6463565.0,0.0,997982.0,997982.0,0.0,53330.0,566033.0,8080910.0,0.0,28896484.0,3420000.0,9074771.0,0.0,0.0,1290852.0,13785623.0,1129494.0,0.0,0.0,277289.0,1406783.0,0.0,15192406.0,9527324.0,5343634.0,-1592189.0,0.0,13278769.0,28471175.0,0.0,10204265.0,8665044.0,,
ST1.AX,2021-06-30,AUD,,2021-06-30,2021-06-30,2021,FY,8493000.0,0.0,8493000.0,12784000.0,2577000.0,4273000.0,28127000.0,17786000.0,100087000.0,19316000.0,119403000.0,0.0,2619000.0,4220000.0,144028000.0,0.0,172155000.0,9431000.0,2004000.0,0.0,3655000.0,27881000.0,42971000.0,12016000.0,2823000.0,712000.0,3955000.0,19506000.0,0.0,62477000.0,112689000.0,-4198000.0,1187000.0,0.0,109678000.0,172155000.0,0.0,14020000.0,5527000.0,,
