symbol,date,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink
6135.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,72032000000.0,3343000000.0,75375000000.0,0.0,59921000000.0,35240000000.0,170536000000.0,69751000000.0,0.0,4122000000.0,4122000000.0,25565000000.0,2664000000.0,7374000000.0,109476000000.0,3000000.0,280015000000.0,13301000000.0,6276000000.0,632000000.0,0.0,35429000000.0,55006000000.0,50759000000.0,0.0,7495000000.0,4765000000.0,63019000000.0,0.0,118025000000.0,21142000000.0,90231000000.0,0.0,49810000000.0,161183000000.0,279208000000.0,28908000000.0,57035000000.0,-14997000000.0,,
5947.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,186412000000.0,18522000000.0,204934000000.0,0.0,43090000000.0,84129000000.0,332153000000.0,86672000000.0,0.0,0.0,3232000000.0,22261000000.0,3774000000.0,49198000000.0,165137000000.0,1000000.0,497291000000.0,21974000000.0,0.0,10174000000.0,0.0,77564000000.0,99538000000.0,0.0,0.0,10926000000.0,15510000000.0,26436000000.0,0.0,125974000000.0,6459000000.0,315992000000.0,0.0,19877000000.0,342328000000.0,468302000000.0,40783000000.0,0.0,-186412000000.0,,
5463.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,81877000000.0,15544000000.0,97421000000.0,0.0,31927000000.0,39908000000.0,169256000000.0,86090000000.0,95000000.0,821000000.0,916000000.0,55741000000.0,416000000.0,17830000000.0,160993000000.0,3000000.0,330252000000.0,23049000000.0,7981000000.0,3505000000.0,0.0,10701000000.0,41731000000.0,458000000.0,0.0,5104000000.0,5984000000.0,11546000000.0,0.0,53277000000.0,9595000000.0,261392000000.0,0.0,-1591000000.0,269396000000.0,322673000000.0,71285000000.0,8439000000.0,-73438000000.0,,
4972.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,6100229000.0,3500000000.0,9600229000.0,0.0,4029945000.0,10970670000.0,24600844000.0,13952978000.0,0.0,386321000.0,386321000.0,-3118022000.0,943882000.0,3637714000.0,15802873000.0,3000.0,40403720000.0,5636408000.0,1063481000.0,699872000.0,0.0,5294172000.0,11994061000.0,1000000000.0,0.0,0.0,1818491000.0,2818491000.0,0.0,14812552000.0,3361563000.0,18272686000.0,0.0,3956919000.0,25591168000.0,40403720000.0,381978000.0,2063481000.0,-4036748000.0,,
6371.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,41869000000.0,6189000000.0,48058000000.0,0.0,38388000000.0,58739000000.0,145185000000.0,115059000000.0,2533000000.0,8162000000.0,10695000000.0,22333000000.0,2048000000.0,12010000000.0,162145000000.0,2000000.0,307332000000.0,16882000000.0,12356000000.0,1941000000.0,0.0,32452000000.0,61690000000.0,29847000000.0,0.0,13176000000.0,15126000000.0,58149000000.0,0.0,119839000000.0,17076000000.0,154856000000.0,0.0,13858000000.0,185790000000.0,305629000000.0,28522000000.0,42203000000.0,334000000.0,,
3676.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,5076396000.0,155250000.0,5231646000.0,0.0,44143000.0,4469208000.0,9744997000.0,598606000.0,2467888000.0,202830000.0,2670718000.0,36279000.0,326200000.0,961988000.0,4593791000.0,4000.0,14338792000.0,0.0,4733865000.0,850302000.0,0.0,3170638000.0,7904503000.0,63893000.0,0.0,0.0,55646000.0,119539000.0,0.0,8024042000.0,300686000.0,7575673000.0,0.0,-2171728000.0,5704631000.0,13728673000.0,191529000.0,4797758000.0,-278638000.0,,
4617.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,24683000000.0,333000000.0,25016000000.0,0.0,16824000000.0,30292000000.0,72132000000.0,24449000000.0,0.0,0.0,397000000.0,6878000000.0,423000000.0,883000000.0,33030000000.0,2000000.0,105164000000.0,9357000000.0,19260000000.0,945000000.0,0.0,7570000000.0,36187000000.0,552000000.0,0.0,3688000000.0,1631000000.0,5871000000.0,0.0,42058000000.0,11626000000.0,46552000000.0,0.0,-73000000.0,58105000000.0,100163000000.0,7211000000.0,19812000000.0,-4871000000.0,,
4559.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,9793938000.0,3032000.0,9796970000.0,0.0,11104005000.0,16412074000.0,37313049000.0,23634282000.0,6429153000.0,35640658000.0,42069811000.0,5912242000.0,67603000.0,12862347000.0,84546285000.0,3000.0,121859337000.0,1693938000.0,44158858000.0,562594000.0,0.0,7904241000.0,53757037000.0,5819600000.0,0.0,3356361000.0,2746376000.0,11922337000.0,0.0,65679374000.0,6593398000.0,46380939000.0,0.0,3038221000.0,56012558000.0,121691932000.0,5915274000.0,49978458000.0,40184520000.0,,
4547.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,20456000000.0,23998000000.0,44454000000.0,0.0,20118000000.0,28393000000.0,92965000000.0,24290000000.0,0.0,1640000000.0,1640000000.0,114135000000.0,585000000.0,35242000000.0,175892000000.0,4000000.0,268861000000.0,7909000000.0,1743000000.0,1487000000.0,0.0,8593000000.0,18245000000.0,0.0,0.0,28480000000.0,2184000000.0,30664000000.0,0.0,48909000000.0,24356000000.0,109270000000.0,0.0,85688000000.0,219314000000.0,268223000000.0,138133000000.0,1743000000.0,-18713000000.0,,
4951.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,11864226000.0,73920000.0,11938146000.0,0.0,8269716000.0,6275625000.0,26483487000.0,10458486000.0,1263627000.0,643740000.0,1907367000.0,7196438000.0,84255000.0,686466000.0,20333012000.0,4000.0,46816503000.0,2933890000.0,519743000.0,1177077000.0,0.0,8307760000.0,11761393000.0,91278000.0,0.0,815276000.0,1515699000.0,2422253000.0,0.0,14183646000.0,7065500000.0,16982081000.0,0.0,8044729000.0,32092310000.0,46275956000.0,7270358000.0,611021000.0,-11253205000.0,,
4966.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,30541231000.0,44077000.0,30585308000.0,0.0,6283243000.0,16784944000.0,53653495000.0,17211764000.0,0.0,0.0,303129000.0,12821535000.0,453072000.0,662499000.0,31451999000.0,4000.0,85105498000.0,2224067000.0,589232000.0,2362751000.0,0.0,8476264000.0,11289563000.0,245140000.0,0.0,2035492000.0,2061605000.0,4342237000.0,0.0,15631800000.0,1336936000.0,68100768000.0,0.0,35994000.0,69473698000.0,85105498000.0,12865612000.0,834372000.0,-29706859000.0,,
5186.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,27292000000.0,4500000000.0,31792000000.0,0.0,9788000000.0,29572000000.0,71152000000.0,23925000000.0,579000000.0,615000000.0,1194000000.0,32076000000.0,372000000.0,5925000000.0,63492000000.0,2000000.0,134646000000.0,12019000000.0,82000000.0,423000000.0,0.0,7880000000.0,19981000000.0,1039000000.0,0.0,1316000000.0,3673000000.0,6028000000.0,0.0,26009000000.0,8060000000.0,95140000000.0,0.0,4750000000.0,107950000000.0,133959000000.0,36576000000.0,1121000000.0,-26171000000.0,,
5423.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,4332000000.0,54000000000.0,58332000000.0,0.0,27704000000.0,19355000000.0,105391000000.0,64898000000.0,0.0,231000000.0,231000000.0,-40351000000.0,1278000000.0,54436000000.0,80492000000.0,4000000.0,185887000000.0,26071000000.0,935000000.0,160000000.0,0.0,15008000000.0,42014000000.0,1258000000.0,0.0,0.0,11716000000.0,12974000000.0,0.0,54988000000.0,30894000000.0,93846000000.0,0.0,6159000000.0,130899000000.0,185887000000.0,13649000000.0,2193000000.0,-2139000000.0,,
5451.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,42035000000.0,6821000000.0,48856000000.0,0.0,26088000000.0,48874000000.0,123818000000.0,52599000000.0,0.0,1752000000.0,1752000000.0,40044000000.0,208000000.0,7574000000.0,102177000000.0,2000000.0,225997000000.0,13744000000.0,40000000.0,2717000000.0,0.0,14569000000.0,28353000000.0,26000000.0,0.0,6435000000.0,10876000000.0,17337000000.0,0.0,45690000000.0,23220000000.0,110835000000.0,0.0,28656000000.0,162711000000.0,208401000000.0,46865000000.0,66000000.0,-41969000000.0,,
6351.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,15707000000.0,1308000000.0,17015000000.0,0.0,10491000000.0,21504000000.0,49010000000.0,14415000000.0,0.0,0.0,1435000000.0,13060000000.0,534000000.0,3031000000.0,32475000000.0,2000000.0,81487000000.0,6519000000.0,1000000000.0,1164000000.0,0.0,4590000000.0,12109000000.0,1800000000.0,0.0,159000000.0,545000000.0,2504000000.0,0.0,14613000000.0,5188000000.0,52133000000.0,0.0,8659000000.0,65980000000.0,80593000000.0,14368000000.0,2800000000.0,-12907000000.0,,
6471.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,176638000000.0,1569000000.0,178207000000.0,0.0,150046000000.0,205751000000.0,534004000000.0,378677000000.0,0.0,39435000000.0,39435000000.0,107407000000.0,10962000000.0,97012000000.0,633493000000.0,1000000.0,1167498000000.0,111609000000.0,0.0,3203000000.0,0.0,188615000000.0,300224000000.0,0.0,0.0,42225000000.0,251622000000.0,293847000000.0,0.0,594071000000.0,67176000000.0,397837000000.0,0.0,89362000000.0,554375000000.0,1148446000000.0,108976000000.0,0.0,-176638000000.0,,
6737.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,9382000000.0,10499000000.0,19881000000.0,0.0,31245000000.0,20380000000.0,71506000000.0,18858000000.0,1514000000.0,916000000.0,2430000000.0,45650000000.0,587000000.0,11028000000.0,78553000000.0,2000000.0,150061000000.0,6283000000.0,1947000000.0,1817000000.0,0.0,9699000000.0,17929000000.0,1103000000.0,0.0,11084000000.0,5495000000.0,17682000000.0,0.0,35611000000.0,4425000000.0,76802000000.0,0.0,33223000000.0,114450000000.0,150061000000.0,56149000000.0,3050000000.0,-6332000000.0,,
6794.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,15470000000.0,5622000000.0,21092000000.0,0.0,18479000000.0,19469000000.0,59040000000.0,15213000000.0,0.0,188000000.0,188000000.0,-4140000000.0,199000000.0,6730000000.0,18190000000.0,3000000.0,77233000000.0,8735000000.0,4084000000.0,301000000.0,0.0,5919000000.0,18738000000.0,1118000000.0,0.0,588000000.0,797000000.0,2503000000.0,0.0,21241000000.0,6770000000.0,41299000000.0,0.0,2569000000.0,50638000000.0,71879000000.0,1482000000.0,5202000000.0,-10268000000.0,,
6788.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,10427024000.0,300335000.0,10727359000.0,0.0,977017000.0,4737382000.0,16441758000.0,4219674000.0,460268000.0,246370000.0,706638000.0,2293699000.0,323169000.0,946900000.0,8490080000.0,3000.0,24931841000.0,846867000.0,1007350000.0,577471000.0,0.0,4478984000.0,6333201000.0,11930000.0,0.0,0.0,764224000.0,776154000.0,0.0,7109355000.0,992597000.0,19329963000.0,0.0,-2879609000.0,17442951000.0,24552306000.0,2594034000.0,1019280000.0,-9407744000.0,,
6804.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,52371000000.0,18400000000.0,70771000000.0,0.0,36713000000.0,30654000000.0,138138000000.0,16499000000.0,0.0,0.0,416000000.0,-13455000000.0,942000000.0,19352000000.0,23754000000.0,2000000.0,161894000000.0,27137000000.0,1941000000.0,2214000000.0,0.0,7531000000.0,36609000000.0,10073000000.0,0.0,1209000000.0,4753000000.0,16035000000.0,0.0,52644000000.0,13660000000.0,86668000000.0,0.0,8922000000.0,109250000000.0,161894000000.0,4945000000.0,12014000000.0,-40357000000.0,,
2433.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,179312000000.0,33079000000.0,212391000000.0,0.0,19452000000.0,394888000000.0,626731000000.0,34915000000.0,41801000000.0,27250000000.0,69051000000.0,138114000000.0,2928000000.0,69360000000.0,314368000000.0,4000000.0,941103000000.0,281607000000.0,6098000000.0,12599000000.0,0.0,128633000000.0,416338000000.0,110316000000.0,0.0,24478000000.0,27833000000.0,162627000000.0,0.0,578965000000.0,10648000000.0,276884000000.0,0.0,43140000000.0,330672000000.0,909637000000.0,171193000000.0,116414000000.0,-62898000000.0,,
1976.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,22484000000.0,400000000.0,22884000000.0,0.0,2072000000.0,22472000000.0,47428000000.0,15436000000.0,0.0,0.0,86000000.0,3092000000.0,45000000.0,2830000000.0,21489000000.0,3000000.0,68920000000.0,5355000000.0,60000000.0,1261000000.0,0.0,4738000000.0,10153000000.0,960000000.0,0.0,2369000000.0,1075000000.0,4404000000.0,0.0,14557000000.0,6889000000.0,47116000000.0,0.0,-8000000.0,53997000000.0,68554000000.0,3492000000.0,1020000000.0,-21464000000.0,,
2282.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,83831000000.0,15082000000.0,98913000000.0,0.0,107906000000.0,159209000000.0,366028000000.0,363991000000.0,0.0,0.0,10608000000.0,29725000000.0,26056000000.0,28997000000.0,459377000000.0,0.0,825405000000.0,98983000000.0,59322000000.0,9748000000.0,0.0,70860000000.0,229165000000.0,134428000000.0,0.0,581000000.0,16922000000.0,151931000000.0,0.0,381096000000.0,36294000000.0,320577000000.0,0.0,76724000000.0,433595000000.0,814691000000.0,44807000000.0,193750000000.0,109919000000.0,,
1967.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,7228125000.0,658662000.0,7886787000.0,0.0,2145866000.0,16501401000.0,26534054000.0,6139953000.0,40130000.0,474660000.0,514790000.0,9357186000.0,91356000.0,1771473000.0,17874758000.0,2000.0,44408814000.0,6190930000.0,18270000.0,975631000.0,0.0,5225654000.0,11434854000.0,326298000.0,0.0,754690000.0,264855000.0,1345843000.0,0.0,12780697000.0,5000000000.0,19825965000.0,0.0,6766458000.0,31592423000.0,44373120000.0,10015848000.0,344568000.0,-6883557000.0,,
4548.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,15192000000.0,10891000000.0,26083000000.0,0.0,8392000000.0,9083000000.0,43558000000.0,8302000000.0,1532000000.0,818000000.0,2350000000.0,3482000000.0,0.0,12220000000.0,26354000000.0,3000000.0,69915000000.0,670000000.0,414000000.0,7000000.0,0.0,4525000000.0,5609000000.0,57000000.0,0.0,347000000.0,299000000.0,703000000.0,0.0,6312000000.0,3840000000.0,51214000000.0,0.0,8549000000.0,63603000000.0,69915000000.0,14373000000.0,471000000.0,-14721000000.0,,
5208.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,13215508000.0,1242430000.0,14457938000.0,0.0,9098256000.0,18799010000.0,42355204000.0,13217395000.0,0.0,0.0,244870000.0,9423608000.0,208316000.0,1808024000.0,24902213000.0,0.0,67257417000.0,6657426000.0,3913496000.0,277821000.0,0.0,3547336000.0,14118258000.0,4303892000.0,0.0,593992000.0,796459000.0,5694343000.0,0.0,19812601000.0,7623638000.0,33374092000.0,0.0,5481089000.0,46478819000.0,66291420000.0,10666038000.0,8217388000.0,-4998120000.0,,
QDMI,2021-03-31,USD,0001094032,2021-07-12,2021-07-12 17:28:38,2021,FY,35605.0,0.0,35605.0,2250.0,0.0,113199.0,151054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151054.0,5055.0,0.0,0.0,0.0,556497.0,561552.0,0.0,0.0,0.0,0.0,0.0,0.0,561552.0,169.0,-9638955.0,0.0,0.0,-410498.0,151054.0,0.0,0.0,-35605.0,https://www.sec.gov/Archives/edgar/data/1094032/000173112221001155/0001731122-21-001155-index.htm,https://www.sec.gov/Archives/edgar/data/1094032/000173112221001155/e2875_10-k.htm
7199.T,2021-03-31,JPY,,2021-03-31,2021-03-31,2021,FY,8054000000.0,0.0,8054000000.0,0.0,0.0,0.0,8054000000.0,3644000000.0,3958000000.0,5768000000.0,9726000000.0,0.0,2000000.0,46729000000.0,60101000000.0,1000000.0,68156000000.0,0.0,0.0,648000000.0,0.0,648000000.0,648000000.0,19641000000.0,0.0,1404000000.0,39173000000.0,60218000000.0,0.0,60866000000.0,1612000000.0,5403000000.0,0.0,196000000.0,7211000000.0,68077000000.0,34657000000.0,19641000000.0,11587000000.0,,
ASAL.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,259000.0,3209000.0,3468000.0,0.0,367597000.0,472372000.0,843437000.0,845184000.0,0.0,3067000.0,3067000.0,-1159000.0,0.0,57779000.0,904871000.0,0.0,1748308000.0,769716000.0,1224227000.0,0.0,0.0,230246000.0,2224189000.0,360781000.0,0.0,0.0,50545000.0,411326000.0,0.0,2635515000.0,158644000.0,-1543992000.0,0.0,498141000.0,-887207000.0,1748308000.0,2050000.0,1585008000.0,1584749000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
UXIN,2021-03-31,CNY,0001729173,2021-03-31,2021-03-31,2021,FY,192605000.0,0.0,192605000.0,412711000.0,69587000.0,158040000.0,832943000.0,76135000.0,0.0,27000.0,27000.0,288428000.0,0.0,36000000.0,400590000.0,0.0,1233533000.0,101205000.0,91217000.0,77862000.0,32417000.0,922366000.0,1147205000.0,1881405000.0,0.0,0.0,200778000.0,2082183000.0,0.0,3229388000.0,733000.0,-15910049000.0,217747000.0,13695877000.0,-1995692000.0,1233696000.0,0.0,1972622000.0,1780017000.0,,
LVO,2021-03-31,USD,0001491419,2021-07-14,2021-07-14 16:06:54,2021,FY,18635000.0,0.0,18635000.0,10567000.0,2568000.0,3501000.0,35271000.0,4367000.0,22619000.0,22468000.0,45087000.0,0.0,0.0,1044000.0,50498000.0,0.0,85769000.0,18541000.0,5024000.0,0.0,1262000.0,26135000.0,50962000.0,20175000.0,0.0,137000.0,6359000.0,26671000.0,0.0,77633000.0,77000.0,-169941000.0,0.0,178000000.0,8136000.0,85769000.0,0.0,25199000.0,6564000.0,https://www.sec.gov/Archives/edgar/data/1491419/000121390021036869/0001213900-21-036869-index.htm,https://www.sec.gov/Archives/edgar/data/1491419/000121390021036869/f10k2021_livexlivemedia.htm
CHNGU,2021-03-31,USD,0001756497,2021-05-27,2021-05-27,2021,FY,113101000.0,0.0,113101000.0,865470000.0,0.0,140258000.0,1118829000.0,267782000.0,4108792000.0,4187073000.0,8295865000.0,0.0,0.0,430141000.0,8993788000.0,0.0,10112616000.0,57449000.0,57947000.0,0.0,542745000.0,388980000.0,1047121000.0,4734775000.0,0.0,605291000.0,473201000.0,5813267000.0,0.0,6860388000.0,307000.0,-1042691000.0,11221000.0,4283391000.0,3252228000.0,10112616000.0,0.0,4792722000.0,4679621000.0,https://www.sec.gov/Archives/edgar/data/1756497/000119312521175345/0001193125-21-175345-index.htm,https://www.sec.gov/Archives/edgar/data/1756497/000119312521175345/d156422d10k.htm
BNG.TO,2021-03-31,CAD,,2021-03-31,2021-03-31,2021,FY,4531000.0,0.0,4531000.0,1224000.0,0.0,485000.0,6240000.0,38006000.0,0.0,0.0,0.0,0.0,0.0,0.0,38006000.0,0.0,44246000.0,1434000.0,31000.0,0.0,0.0,505000.0,1970000.0,68000.0,0.0,0.0,3478000.0,3546000.0,0.0,5516000.0,114636000.0,-83440000.0,-336000.0,7870000.0,38730000.0,44246000.0,0.0,99000.0,-4432000.0,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Bengal Energy Ltd.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer,https://www.sedar.com/ModifyCompanyDocumentSearchForm.do?lang=EN&company_search=Bengal Energy Ltd.&document_selection=0&industry_group=A&FromDate=13&FromMonth=05&FromYear=2000&ToDate=13&ToMonth=11&ToYear=2020&Variable=Issuer
TETC,2021-03-31,USD,0001840920,2021-07-01,2021-07-01,2021,FY,3149760.0,0.0,3149760.0,0.0,0.0,579974.0,3729734.0,0.0,0.0,0.0,0.0,0.0,0.0,385555279.0,385555279.0,0.0,389285012.0,0.0,0.0,0.0,0.0,2199199.0,2199199.0,0.0,0.0,0.0,31453000.0,31453000.0,0.0,33652199.0,350634263.0,2672006.0,0.0,2326544.0,355632813.0,389285012.0,0.0,0.0,-3149760.0,https://www.sec.gov/Archives/edgar/data/1840920/000121390021035254/0001213900-21-035254-index.htm,https://www.sec.gov/Archives/edgar/data/1840920/000121390021035254/f10k2021_techandenergy.htm
ARTL.L,2021-03-31,GBP,,2021-03-31,2021-03-31,2021,FY,68213000.0,0.0,0.0,32843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17792000.0,0.0,0.0,0.0,134872000.0,134872000.0,15000.0,0.0,42000.0,0.0,0.0,0.0,8002000.0,0.0,0.0,0.0,0.0,8796000.0,8796000.0,0.0,0.0,0.0,0.0,126076000.0,134872000.0,0.0,8002000.0,-60211000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Alpha+Real+Trust+Ltd,https://find-and-update.company-information.service.gov.uk/search/companies?q=Alpha+Real+Trust+Ltd
EXCELINDUS.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,423485000.0,263198000.0,686683000.0,0.0,689711000.0,1915548000.0,3291942000.0,3856849000.0,0.0,191846000.0,191846000.0,3234266000.0,0.0,536589000.0,7819550000.0,0.0,11111492000.0,1230063000.0,64085000.0,18078000.0,0.0,280049000.0,1574197000.0,21788000.0,0.0,870457000.0,129645000.0,1021890000.0,0.0,2596087000.0,62853000.0,0.0,0.0,8452552000.0,8515405000.0,11111492000.0,3497464000.0,85873000.0,-337612000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
BNKL,2021-03-31,USD,0001508381,2021-06-24,2021-06-24 08:31:18,2021,FY,608348.0,0.0,608348.0,451905.0,692163.0,1680557.0,3432973.0,93577.0,4282984.0,976551.0,5259535.0,0.0,0.0,0.0,5353112.0,0.0,8786085.0,454809.0,2612246.0,0.0,268083.0,760026.0,4095164.0,1105974.0,303917.0,0.0,0.0,1409891.0,0.0,5505055.0,5702.0,-84994327.0,42149.0,88227506.0,3281030.0,8786085.0,0.0,3718220.0,3109872.0,https://www.sec.gov/Archives/edgar/data/1508381/000110465921084897/0001104659-21-084897-index.htm,https://www.sec.gov/Archives/edgar/data/1508381/000110465921084897/tm2118492d1_10k.htm
CWK.L,2021-03-31,GBP,,2021-03-31,2021-03-31,2021,FY,39000000.0,900000.0,39900000.0,0.0,122900000.0,221700000.0,384500000.0,445500000.0,193200000.0,10600000.0,203800000.0,0.0,0.0,8100000.0,657400000.0,0.0,1041900000.0,131400000.0,12500000.0,8900000.0,0.0,88300000.0,232200000.0,118900000.0,800000.0,2700000.0,1200000.0,123600000.0,0.0,355800000.0,5300000.0,537100000.0,0.0,143700000.0,686100000.0,1041900000.0,0.0,131400000.0,92400000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=Cranswick+PLC,https://find-and-update.company-information.service.gov.uk/search/companies?q=Cranswick+PLC
CINELINE.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,32363000.0,214791000.0,247154000.0,0.0,1752000.0,125370000.0,374276000.0,3179086000.0,0.0,1580000.0,1580000.0,-187781000.0,208026000.0,1167488000.0,4368399000.0,1000.0,4742676000.0,62811000.0,101032000.0,0.0,0.0,58038000.0,221881000.0,3118766000.0,8355000.0,60800000.0,65049000.0,3252970000.0,0.0,3474851000.0,140000000.0,759496000.0,0.0,368329000.0,1267825000.0,4742676000.0,27010000.0,3219798000.0,3187435000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
CSR.AX,2021-03-31,AUD,,2021-03-31,2021-03-31,2021,FY,250800000.0,63000000.0,313800000.0,224200000.0,354500000.0,9300000.0,901800000.0,820900000.0,58300000.0,13800000.0,72100000.0,35700000.0,144900000.0,196100000.0,1269700000.0,0.0,2171500000.0,229100000.0,30200000.0,0.0,0.0,277200000.0,536500000.0,141100000.0,0.0,0.0,341400000.0,482500000.0,0.0,1019000000.0,966700000.0,241700000.0,-89600000.0,0.0,1118800000.0,2137800000.0,98700000.0,171300000.0,-79500000.0,,
CHOLAHLDNG.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,17083300000.0,68053500000.0,85136800000.0,0.0,0.0,206223400000.0,291360200000.0,3360700000.0,427200000.0,489200000.0,916400000.0,32922500000.0,9733500000.0,547862300000.0,594795400000.0,0.0,886155600000.0,6891200000.0,241113200000.0,480700000.0,0.0,47379600000.0,295384000000.0,398572800000.0,0.0,0.0,78611400000.0,477184200000.0,0.0,772568200000.0,187700000.0,0.0,0.0,53671700000.0,53859400000.0,826427600000.0,100976000000.0,639686000000.0,622602700000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
DUCON.NS,2021-03-31,INR,,2021-03-31,2021-03-31,2021,FY,70754000.0,70103000.0,140857000.0,0.0,0.0,2500788000.0,2641645000.0,3819000.0,0.0,0.0,0.0,-19563000.0,425000.0,157224000.0,141905000.0,0.0,2783549000.0,509093000.0,653194000.0,0.0,0.0,85905000.0,1248192000.0,0.0,0.0,0.0,78619000.0,78619000.0,0.0,1326811000.0,176675000.0,198791000.0,0.0,1081272000.0,1456738000.0,2783549000.0,50540000.0,653194000.0,582440000.0,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports,https://www.nseindia.com/companies-listing/corporate-filings-annual-reports
AIRTW,2021-03-31,USD,,2021-06-25,2021-06-25 16:20:02,2021,FY,10996000.0,1407000.0,12403000.0,10894000.0,71971000.0,10506000.0,105774000.0,18407000.0,4227000.0,0.0,4227000.0,4475000.0,0.0,7867000.0,34976000.0,0.0,140750000.0,8344000.0,7009000.0,39000.0,0.0,12826000.0,28179000.0,88932000.0,0.0,595000.0,8330000.0,97857000.0,0.0,126036000.0,756000.0,16270000.0,-684000.0,0.0,14714000.0,140750000.0,5882000.0,95941000.0,84945000.0,https://www.sec.gov/Archives/edgar/data/353184/000035318421000058/0000353184-21-000058-index.htm,https://www.sec.gov/Archives/edgar/data/353184/000035318421000058/airt-20210331.htm
BHI.L,2021-03-31,GBP,,2021-03-31,2021-03-31,2021,FY,2310000.0,0.0,0.0,990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123249000.0,0.0,0.0,0.0,126549000.0,126549000.0,3000.0,0.0,0.0,0.0,0.0,0.0,11250000.0,0.0,0.0,0.0,0.0,11542000.0,11542000.0,134000.0,0.0,0.0,114873000.0,115007000.0,126549000.0,0.0,11250000.0,8940000.0,https://find-and-update.company-information.service.gov.uk/search/companies?q=BMO+UK+High+Income+Trust+PLC,https://find-and-update.company-information.service.gov.uk/search/companies?q=BMO+UK+High+Income+Trust+PLC
